,course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills
316,IBM Mainframe Developer,IBM ,Professional Certificate,3 - 6 Months,4.6,926,Intermediate,https://www.coursera.org/professional-certificates/ibm-mainframe-developer,"2,971","['COBOL Divisions', 'COBOL coding', 'Column Structure', 'COBOL Structure', 'Symbols', 'Computer Programming', ""Euler'S Totient Function"", 'Intrinsic Function', 'Sorting', 'Mainframe', 'z/OS', 'Enterprise Software', 'security', 'IBM Z', 'Computer Programming', 'Issue Tracking System', ""Euler'S Totient Function"", 'Scrum (Software Development)', 'Mainframe', 'Interfaces', 'Computer Programming', 'Command-Line Interface']"
52,IBM Project Manager,SkillUp EdTech,Professional Certificate,3 - 6 Months,4.8,1.7k,Beginner,https://www.coursera.org/professional-certificates/ibm-project-manager,"4,956","['Project initiation', 'Communication', 'Risk Management', 'Leadership', 'Project Management', 'Project Management', 'Communication', 'Leadership', 'Stakeholder Management', 'Project Management', 'Risk Management', 'Systems Development Life Cycle', 'Information sharing', 'PMI-CAPM', 'Business Analysis', 'Leadership', 'agile', 'Project Management', 'Project Management', 'Project Planning', 'Project initiation', 'Agile Management', 'Risk Management', 'Scrum (Software Development)', 'Leadership', 'Project Management', 'Project Planning', 'Career Development', 'Scrum Master', 'Agile PM', 'Project Management', 'Agile Software Development', 'Scrum Methodology', 'Zenhub', 'Kanban', 'Sprint Planning']"
489,IBM z/OS Mainframe Practitioner,IBM ,Professional Certificate,1 - 3 Months,4.7,1.1k,Intermediate,https://www.coursera.org/professional-certificates/ibm-z-mainframe,"7,264","['Mainframe', 'z/OS', 'Enterprise Software', 'security', 'IBM Z', 'System Administration', 'z/OS Commands', 'Panels', 'TSO', 'SysOp', 'System Programming', 'Unix', 'DB2', 'System Administration', 'JCL']"
581,IELTS Preparation,"University of California, Irvine",Specialization,1 - 3 Months,4.6,1.4k,Beginner,https://www.coursera.org/specializations/ielts-preparation,"56,852",[]
48,IT Fundamentals for Cybersecurity,IBM,Specialization,3 - 6 Months,4.6,19.4k,Beginner,https://www.coursera.org/specializations/it-fundamentals-cybersecurity,"54,145","['Network Security', 'Security Engineering', 'Cyberattacks', 'Computer Networking', 'Operating Systems', 'Cloud Computing', 'Databases', 'Network Model', 'Information Security (INFOSEC)', 'IBM New Collar', 'Malware', 'Cybersecurity', 'Cyber Attacks', 'database vulnerabilities', 'Network Security', 'Sql Injection', 'Cybersecurity', 'networking basics']"
255,IT Security: Defense against the digital dark arts,Google,Course,1 - 3 Months,4.8,20.7k,Beginner,https://www.coursera.org/learn/it-security,"351,254",[]
899,IT Support Google,Google,Professional Certificate,3 - 6 Months,4.9,5.2k,Beginner,https://www.coursera.org/professional-certificates/sertifikat-it-support-profesional-google,"29,739","['Computer Networking', 'Cloud Computing', 'Network Security', 'Computer Architecture', 'Communication', 'Leadership and Management', 'Security Engineering', 'Strategy and Operations', 'Network Architecture', 'Network Model', 'Operating Systems', 'Problem Solving', 'Ipv4', 'Pemecahan Masalah', 'Domain Name System (DNS)', 'Model Jaringan', 'Kriptografi', 'Keamanan Nirkabel', 'Keamanan siber', 'Keamanan Jaringan', 'Linux', 'Pemecahan Masalah', 'Dukungan Pelanggan', 'Kode Biner', 'Powershell', 'Linux', 'Sistem File Linux', 'Antarmuka Baris Perintah', 'Pencadangan', 'Lightway Directory Access Protocol (LDAP)', 'Layanan Direktori']"
298,ITIL 4 Exam Preparation,LearnQuest,Course,1 - 3 Months,4.7,931,Mixed,https://www.coursera.org/learn/itil-4-exam-preparation,"42,148",[]
905,Image Processing for Engineering and Science,MathWorks,Specialization,1 - 3 Months,4.8,109,Beginner,https://www.coursera.org/specializations/image-processing,"4,712","['Image Processing', 'Image Segmentation', 'Matlab', 'Image Processing', 'Image Segmentation', 'region analysis', 'image filtering', 'Image Processing', 'Object Detection', 'Matlab', 'video processing']"
630,Immunology: The Immune System and its Failures,Imperial College London,Specialization,3 - 6 Months,4.7,102,Intermediate,https://www.coursera.org/specializations/immunology-the-immune-system-and-its-failures,"2,670","['Tumour immunity', 'Allergy/asthma.', 'Autoimmunity', 'Infectious Diseases', 'Immunology', 'Immunology', 'Tumour immunity', 'Autoimmunity', 'Infectious Diseases', 'Immunology', 'Tumour immunity', 'Autoimmunity', 'Infectious Diseases', 'Immunology', 'Tumour immunity', 'Autoimmunity', 'Infectious Diseases', 'Tumour immunity', 'Autoimmunity', 'Allergy/asthma', 'Infectious Diseases', 'Immunology', 'Immunology', 'Tumour immunity', 'Autoimmunity', 'Infectious Diseases']"
353,Impact Measurement & Management for the SDGs,Duke University,Course,1 - 3 Months,4.8,476,Mixed,https://www.coursera.org/learn/impact-for-sdgs,"26,059",[]
100,Improve Your English Communication Skills,Georgia Institute of Technology,Specialization,3 - 6 Months,4.7,25.7k,Beginner,https://www.coursera.org/specializations/improve-english,"608,027","['Professional', 'Email Writing', 'Communication', 'Writing', 'Stress', 'Communication', 'Presentation', 'Public Speaking', 'Professional', 'Presentation', 'Speech', 'Writing']"
838,Improving Communication Skills,University of Pennsylvania,Course,1 - 4 Weeks,4.7,1.9k,Beginner,https://www.coursera.org/learn/wharton-communication-skills,"134,735",[]
221,"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,Course,1 - 4 Weeks,4.9,62.5k,Intermediate,https://www.coursera.org/learn/deep-neural-network,"517,877",[]
852,Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System,Course,1 - 4 Weeks,4.9,1.7k,Beginner,https://www.coursera.org/learn/inclusiveleadership,"56,122","['Emotional Intelligence', 'self-awareness', 'inclusive leadership', 'Communication', 'Diversity (Business)']"
67,Indigenous Canada,University of Alberta,Course,1 - 3 Months,4.8,21.5k,Mixed,https://www.coursera.org/learn/indigenous-canada,"571,027",[]
593,Industrial Biotechnology,University of Manchester   ,Course,1 - 3 Months,4.7,3.1k,Beginner,https://www.coursera.org/learn/industrial-biotech,"99,255",[]
257,"Influencing: Storytelling, Change Management and Governance",Macquarie University,Specialization,3 - 6 Months,4.8,3.5k,Beginner,https://www.coursera.org/specializations/influencing-storytelling-change-management,"30,059",[]
652,"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,Course,1 - 4 Weeks,4.7,3.1k,Beginner,https://www.coursera.org/learn/information-systems-audit,"77,947","['Information Security (INFOSEC)', 'Information Technology (IT) Management', 'Audit', 'Risk Management', 'Change Management']"
35,Information Technology (IT) and Cloud Fundamentals,IBM,Specialization,3 - 6 Months,4.7,5.8k,Beginner,https://www.coursera.org/specializations/it-cloud-fundamentals,,"['Operating Systems', 'IT Fundamentals', 'Technical Support', 'Troubleshooting', 'hardware', 'Cloud Storage', 'Network Troubleshooting', 'Network Architecture', 'Networking Hardware', 'Wireless Networks', 'IT Fundamentals', 'Cloud', 'Exam Practice', 'CompTIA ITF+', 'Certification Test', 'Information Security (INFOSEC)', 'Cyberattacks', 'Application Security', 'Cryptography', 'Cybersecurity', 'Software Development Process', 'Database basics', 'IT Fundamentals', 'Software Application Development', 'Computer Programming', 'Cloud Native', 'Devops', 'Iaas PaaS Saas', 'Hybrid Multicloud', 'Cloud Computing']"
946,Information_ __ystems,University of Minnesota,Specialization,3 - 6 Months,4.8,1.8k,Beginner,https://www.coursera.org/specializations/information-systems,"35,947","['Management', 'IT Skills and Knowledge', 'Finance and accounting skills and knowledge', 'Business analysis skills and knowledge', 'Management', 'Project management skills and knowledge', 'Management', 'IT Skills and Knowledge', 'Management', 'IT Skills and Knowledge']"
815,Innovation Management,Erasmus University Rotterdam,Course,1 - 3 Months,4.7,1.9k,Beginner,https://www.coursera.org/learn/innovation-management,"105,162","['Social Network', 'Management', 'Innovation', 'Innovation Management']"
529,Innovation: From Creativity to Entrepreneurship,University of Illinois at Urbana-Champaign,Specialization,3 - 6 Months,4.8,3.2k,Beginner,https://www.coursera.org/specializations/innovation-creativity-entrepreneurship,"31,349","['Creativity', 'Business Model', 'Entrepreneurship', 'Innovation Management', 'Innovation', 'Business Model', 'Innovation', 'Business Value', 'Innovation Management', 'Management', 'Innovation', 'Disruptive Innovation', 'Innovation Management', 'Emotional Intelligence', 'Personal Productivity', 'Adaptibility', 'Problem Solving', 'Knowledge of Human Behavior', 'Social Skills', 'People Management', 'Working with Others', 'Storytelling', 'Knowledge of Human Behavior']"
430,Innovative Teaching with ChatGPT,Vanderbilt University,Course,1 - 4 Weeks,4.8,20,Beginner,https://www.coursera.org/learn/chatgpt-innovative-teaching,"1,904","['Brainstorming', 'educational games', 'student engagement', 'Personalized Learning', 'Lesson Plan']"
238,Instructional Design Foundations and Applications,University of Illinois at Urbana-Champaign,Course,1 - 3 Months,4,629,Mixed,https://www.coursera.org/learn/instructional-design-foundations-applications,"48,029","['Analysis for Instructional Design', 'Instructional Design Modeling', 'Learning and Instructional Theories', 'Instructional System Design', 'Instructional Design']"
522,Instructional Methods in Health Professions Education,University of Michigan,Course,1 - 3 Months,4.7,437,Intermediate,https://www.coursera.org/learn/instructional-methods-education,"20,831",[]
628,Integrative Health and Medicine,University of Minnesota,Specialization,3 - 6 Months,4.8,1.6k,Beginner,https://www.coursera.org/specializations/integrative-health-and-medicine,"22,709","['herbal preparations', 'integrative care', 'symptom management', 'botanical safety', 'evidence-based practice', 'integrative healthcare', 'wellbeing', 'patient-centered care', 'improved symptom management', 'evidence-based practice', 'wellbeing', 'Evidence-Based Practices', 'patient-centered care', 'complementary therapies', 'integrative nursing', 'wellbeing', 'improved symptom management', 'whole-person care', 'Mindfulness', 'integrative medicine', 'wellbeing', 'symptom management', 'healthcare', 'Stress Management', 'Pain Management']"
265,Intellectual Property Law,University of Pennsylvania,Specialization,3 - 6 Months,4.8,1.2k,Intermediate,https://www.coursera.org/specializations/introduction-intellectual-property,"19,605","['Brand Management', 'Marketing', 'Brand Management', 'Asset Management', 'Value Proposition', 'Intellectual Property', 'Copyright', 'Copyright Protection', 'Fair Use', 'Marketing', 'Brand Management', 'Strategic Planning', 'Value Proposition', 'Innovation', 'Business Strategy', 'Reading a Patent', 'Competition']"
460,Interaction Design,University of California San Diego,Specialization,3 - 6 Months,4.5,3.9k,Intermediate,https://www.coursera.org/specializations/interaction-design,"61,251","['User Research', 'Persona (User Experience)', 'User Experience (UX)', 'Human__omputer Interaction', 'Usability Testing', 'User Research', 'User Experience (UX)', 'User Interface', 'A/B Testing', 'User Experience (UX)', 'User Experience Design (UXD)', 'User Interface', 'Information Design', 'User Interface Techniques', 'Responsive Web Design', 'Website Wireframe', 'Rapid Prototyping', 'Storyboarding', 'Heuristic Evaluation', 'Paper Prototyping', 'Experiment', 'Experimental Design', 'Statistical Model', 'R Programming', 'Statistics']"
806,International Business Essentials,University of London,Specialization,3 - 6 Months,4.6,1.8k,Intermediate,https://www.coursera.org/specializations/mba,"26,408","['Linear Algebra', 'Probability & Statistics', 'Mathematics', 'General Statistics', 'Leadership and Management', 'Calculus', 'Strategy', 'Strategy and Operations', 'Organizational Development', 'Business Psychology', 'Leadership Development', 'Marketing', 'Delegation', 'Personal Branding', 'Leadership', 'Management', 'Management Styles', 'Change Management', 'Communication', 'Leadership']"
445,International Humanitarian Law in Theory and Practice,Universiteit Leiden,Course,1 - 3 Months,4.8,1.6k,Beginner,https://www.coursera.org/learn/international-humanitarian-law,"57,938","['International Humanitarian Law', 'International Law', 'Law']"
753,International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,Course,1 - 3 Months,4.8,606,Mixed,https://www.coursera.org/learn/international-law-in-action-2,"38,871",[]
525,International Law in Action: the Arbitration of International Disputes,Universiteit Leiden,Course,1 - 3 Months,4.8,1.1k,Mixed,https://www.coursera.org/learn/arbitration-international-disputes,"52,549",[]
675,International Leadership and Organizational Behavior,Universit_ Bocconi,Course,1 - 3 Months,4.8,3.1k,Mixed,https://www.coursera.org/learn/organizational-behavior,"122,763",[]
843,International Organizations Management,University of Geneva,Course,1 - 3 Months,4.8,1.7k,Beginner,https://www.coursera.org/learn/international-organizations-management,"62,569",[]
942,International Organizations for Interpreters,University of Geneva,Course,1 - 3 Months,4.7,67,Beginner,https://www.coursera.org/learn/international-organizations,"7,450",[]
295,International Women's Health and Human Rights,Stanford University,Course,3 - 6 Months,4.9,1.5k,Beginner,https://www.coursera.org/learn/womens-health-human-rights,"108,439",[]
907,International migrations: a global issue,Sciences Po,Course,1 - 3 Months,4.7,479,Beginner,https://www.coursera.org/learn/international-migrations,"27,131",[]
501,Introducción a la programación en Python I: Aprendiendo a programar con Python,Pontificia Universidad Católica de Chile,Course,1 - 3 Months,4.4,4.2k,Beginner,https://www.coursera.org/learn/aprendiendo-programar-python,"281,929","['Computer Programming', 'Programming Principles', 'Python Programming']"
997,Introduction to AI and Machine Learning on Google Cloud,Google Cloud,Course,1 - 3 Months,,,Beginner,https://www.coursera.org/learn/introduction-to-ai-and-machine-learning-on-google-cloud,"2,123",[]
713,Introduction to Agile Development and Scrum,IBM,Course,1 - 4 Weeks,4.9,1.3k,Beginner,https://www.coursera.org/learn/agile-development-and-scrum,"46,427",['Software Engineering']
191,Introduction to Artificial Intelligence (AI),IBM,Course,1 - 4 Weeks,4.7,11.5k,Beginner,https://www.coursera.org/learn/introduction-to-ai,"259,443","['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Jobs', 'Machine Learning']"
807,Introduction to Back-End Development,Meta,Course,1 - 4 Weeks,4.8,2.4k,Beginner,https://www.coursera.org/learn/introduction-to-back-end-development,"100,143","['HTML and CSS', 'Web Development']"
444,"Introduction to Biology: Ecology, Evolution, & Biodiversity",Rice University,Specialization,3 - 6 Months,4.9,72,Beginner,https://www.coursera.org/specializations/introduction-to-biology,"2,755","['Ecosystem Model', 'Concept mapping and visualization', 'Communicating scientific ideas', 'Recording observations', 'Identifying species', 'Interdisciplinary thinking', 'Interpreting phylogenetic trees', 'Examining ideas', 'Recording observations', 'Identifying species', 'Interdisciplinary thinking', 'Inspecting specimens', 'Examining ideas', 'Recording observations', 'Identifying species']"
